ModelPartsID,ModelYear,CarLineCode,TrimLevel,PartNumber,AccessoryName,AccessoryNameFR,AdditionalDescriptionEn,AdditionalDescriptionFr,RestrictionEn,RestrictionFr,PartResidualVal,IsPopular,MSRP,StandardInstallTime,DisplayOrder
9218,2025,C90M,WXTF85AA00,0000880164A4D,Touch-Up Paint Pen - Arctic White (A4D),Crayon ret-peinture -Blanc arctique (A4D),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Arctic White (A4D) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Blanc arctique (A4D) de votre véhicule. ,,,,FALSE,14.5,0,903
9219,2025,C90M,WXTF85AA00,000088016451K,Touch-Up Paint Pen - Rhodium White Metallic (51K),Crayon ret-peinture -  Blanc rhodium métal (51K),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Rhodium White Metallic (51K) colour.  ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante  Blanc rhodium métallisé (51K) de votre véhicule. ,,,,FALSE,14.5,0,903
9220,2025,C90M,WXTF85AA00,000088016451F,Touch-Up Pen - Artisan Red Crystal Metallic 51F,Crayon ret-peinture-Rouge artisanal métallisé 51F,Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Artisan Red Crystal Metallic - 51F.  ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Rouge artisanal métallisé - 51F  ,,,,FALSE,14.5,0,903
9221,2025,C90M,WXTF85AA00,000088016441W,Touch-Up Paint Pen - Jet Black Mica (41W),Crayon ret-peinture - Noir de jais mica (41W),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Jet Black Mica (41W) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Noir de jais mica (41W) de votre véhicule. ,,,,FALSE,14.5,0,903
9222,2025,C90M,WXTF85AA00,000088016442M,Touch-Up Paint Pen - Deep Crystal Blue Mica (42M),Crayon ret-peinture - Bleu cristal foncé Mica 42M,Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Deep Crystal Blue Mica (42M) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Bleu cristal foncé mica (42M) de votre véhicule. ,,,,FALSE,14.5,0,903
9223,2025,C90M,WXTF85AA00,000088016447S,Touch-Up Paint Pen -Platinum Quartz Metallic (47S),Crayon ret-peinture - Quartz platine métal (47S),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Platinum Quartz Metallic (47S) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Quartz platine métallisé (47S) de votre véhicule. ,,,,FALSE,14.5,0,903
9224,2025,C90M,WXTF85AA00,000088016445P,Touch-Up Paint Pen - Sonic Silver Metallic (45P),Crayon ret-peinture - Argent sonique métal (45P),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Sonic Silver Metallic (45P) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Argent sonique métallisé (45P) de votre véhicule. ,,,,,14.5,0,903
9225,2025,C90M,WXTF85AA00,000088016446G,Touch-Up Paint Pen - Machine Grey Metallic (46G),Crayon ret-peinture - Gris mécanique métal (46G),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Machine Grey Metallic (46G) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Gris mécanique métallisé (46G) de votre véhicule. ,,,,TRUE,14.5,0,305
9226,2025,C90M,WXTF85AA00,KMV7V3840,Roof Rack - Cross Bars (Black),Porte-bagages de toit - Barres transversales Arge,"It's easy to conveniently stow your gear with the Roof Rack and lifestyle attachments. There's plenty of room and options for fun, road-bound adventures. Roof Rails and Crossbars sold separately. All attachments require Roof Rails and Crossbars. Roof Rack Attachment sold separately. Load capacity up to 95kgs. ",Il est facile de ranger votre équipement de manière pratique avec le porte-bagages de toit et les accessoires de style de vie. Il y a beaucoup de place et d'options pour des aventures amusantes sur la route. Rails de toit et barres transversales sont vendus séparément. Tous les accessoires nécessitent des rails de toit et des barres transversales. Fixation de galerie de toit vendue séparémen,Black,(Noir),,TRUE,642.42,0.3,701
9227,2025,C90M,WXTF85AA00,KEMEV3450 51,Splash Guard - Front (Jet Black 41W),Garde-boue - Avant (Noir de jais mica 41W),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9228,2025,C90M,WXTF85AA00,KEMEV3460 51,Splash Guard - Rear (Jet Black 41W),Garde-boue - Arrière (Noir de jais mica 41W),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9229,2025,C90M,WXTF85AA00,KEMEV3450 SZ,Splash Guard - Front Rhodium White (51K),Garde-boue - Avant (Blanc rhodium métallisé 51K),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9230,2025,C90M,WXTF85AA00,KEMEV3460 SZ,Splash Guard - Rear Rhodium White (51K),Garde-boue - Arrière Blanc rhodium métallisé (51K),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9231,2025,C90M,WXTF85AA00,KEMEV3450 PR,Splash Guard - Front Soul Red Crystal (46V),Garde-boue-Avant-Rouge cristal vibrant métalli46V,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9232,2025,C90M,WXTF85AA00,KEMEV3460 PR,Splash Guard - Rear Soul Red Crystal (46V),Garde-boue - Arrière Blanc Rouge cristal 46V,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9233,2025,C90M,WXTF85AA00,KEMEV3450 TF,Splash Guard - Front Artisan Red (51F),Garde-boue - Avant (Rouge artisanal métallisé),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9234,2025,C90M,WXTF85AA00,KEMEV3460 TF,Splash Guard - Rear Artisan Red(51F),Garde-boue - Arrière Rouge cristal vibrant (51F),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9235,2025,C90M,WXTF85AA00,KMV6V4590,Mazda Logo Welcome Light,Lumière de bienvenue avec logo Mazda,Add convenience and style to your Mazda with Mazda Logo Welcome Light. You can enjoy an interior ambiance that’s completely in harmony with the refined interior of your Mazda. Front footwell only. ,Ajoutez de la commodité et du style à votre Mazda avec le logo Mazda Welcome Light. Vous pourrez profiter d’une ambiance intérieure en parfaite harmonie avec l’intérieur raffiné de votre Mazda. Plancher avant uniquement. ,,,,FALSE,155.74,1.3,306
9236,2025,C90M,WXTF85AA00,00BH883C9024,Block Heater,Chauffe-bloc,Don't get caught out in the cold. Protect your engine from frigid Canadian winters. ,Ne vous laissez pas surprendre par le froid. Protégez votre moteur contre les rudes hivers canadiens. ,MHEV only,MHEV uniquement,400,FALSE,334.95,2,301
9237,2025,C90M,WXTF85AA00,KMV6V3990,Running Boards,Marchepieds,"Upgrade your Mazda with our new Running Boards, designed for both style and convenience. These durable, non-slip running boards provide an easy step up, enhancing accessibility and adding a touch of rugged elegance to your vehicle. Built to withstand the elements, they integrate seamlessly with your Mazda’s design. Make every journey easier and more stylish with Mazda Running Boards.","Améliorez votre Mazda avec nos nouveaux marchepieds, conçus pour le style et la commodité. Ces marchepieds durables et antidérapants permettent une montée facile, améliorant l'accessibilité et ajoutant une touche d'élégance robuste à votre véhicule. Conçus pour résister aux éléments, ils s’intègrent parfaitement au design de votre Mazda. Rendez chaque trajet plus facile et plus élégant avec les ma",Not available with Front Splash Guards installed,Non disponible avec les garde-boue avant installés,,FALSE,1263.53,1.8,301
9238,2025,C90M,WXTF85CC00,KMV666EZ1A,Navigation SD Card,Carte SD de navigation,"Endless destinations await with our accessory navigation system which is integrated into the MAZDA CONNECT™ infotainment system, our accessory navigation includes lane guidance, speed limit alerts, and voice command functions.  ","Des destinations sans fin vous attendent avec notre accessoire de navigation intégré au système info-divertissement MAZDA CONNECT ™, notre accessoire de navigation comprend le guidage de voie, les alertes de limite de vitesse et les fonctions de commande vocale.  ",,,570,TRUE,652.03,0,101
9239,2025,C90M,WXTF85CC00,C9N1V0450,"Key Fob Cover, Carbon Fiber",Couvercle de porte - Clé en fibre de carbon,Mazda Carbon Fibre Key Fob Cover help protect your key fob from scratches and damage. ,La housse de porte-clés Mazda en fibre de carbone protège votre porte-clés des rayures et des dommages. ,,,,FALSE,89.95,0,104
9240,2025,C90M,WXTF85CC00,KEMEV0350,All-Weather Floor Mat Front,Protège-moquettes toutes saisons de face,"Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,221.38,0,502
9241,2025,C90M,WXTF85CC00,KMV7V0350,All-Weather Floor Mat Captain's Seats,Tapis protecteurs toutes saisons,"(Captain's Seats W/ Center Walkthrough, 2nd and 3rd Rows Mats Only) Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","(fauteuils capitaine avec passage central, tapis des 2e et 3e rangées seulement) Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ","Do not place on top of other floor mats. (Captain's Seats W/ Center Walkthrough, 2nd and 3rd Rows Mats Only) ","Ne pas placer sur d'autres protège-moquettes. Banc (ensemble arrière) (fauteuils capitaine avec passage central, tapis des 2e et 3e rangées seulement) ",,,215.24,0,502
9242,2025,C90M,WXTF85CC00,KMW8V0350,All-Weather Floor Mat Captain's Seats,Tapis protecteurs toutes saisons,"(For Captain's Seats W/ Center Console, 2nd and 3rd Rows Mats Only) Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","(cap. avec console, utilisation par le concessionnaire, pour les fauteuils capitaine avec console centrale, tapis de 2e et 3e) Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ","Do not place on top of other floor mats. (For Captain's Seats W/ Center Console, 2nd and 3rd Rows Mats Only) ","Ne pas placer sur d'autres protège-moquettes. Banc (ensemble arrière)  (cap. avec console, utilisation par le concessionnaire, pour les fauteuils capitaine avec console centrale, tapis de 2e et 3e) ",,,181.57,0,502
9243,2025,C90M,WXTF85CC00,BDTVV9090,Alloy Pedal Kit,Pédale en alliage - Trousse,"Our high-quality alloy pedals give your interior a sporty, more powerful appearance. ",Nos pédales en alliage de haute qualité donnent à votre habitacle une allure performante et sportive. ,,,,FALSE,336,0.5,503
9244,2025,C90M,WXTF85CC00,KMV6V7210,Digital Rearview Mirror w/ Homelink,Rétroviseur numérique avec Homelink,"The Genuine Mazda Accessory Framless Auto Dimming Rearview Mirror lets you program your garage door, entry gates and security lights to operate at the touch of a button. And the smart mirror system with frameless design automatically adjusts to reduce glare from headlights behind you. ","Le rétroviseur sans cadre à auto-atténuation, accessoire d'origine Mazda, vous permet de programmer le fonctionnement de votre porte de garage, de votre portail d'entrée et de votre éclairage de sécurité, à la seule pression d'un bouton. Et le système de rétroviseur intelligent avec design sans cadre s'ajuste automatiquement pour réduire les reflets éblouissants des phares derrière vous. ",,,410,FALSE,1409.7,1.8,503
9245,2025,C90M,WXTF85CC00,00VPCX90FL10,Floor Liner - First Row,Tapis-doublure de plancher - 1re rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come.  ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,TRUE,199.99,0,500
